Time_s,Pos_X_m,Pos_Y_m,Altitude_m,Velocity_kmh,Acceleration_m_s2,Fuel_kg,Phase
0.000,0.000,6371000.002,0.000,0.000,0.000000,499.167,0
0.100,0.000,6371000.006,0.002,0.067,0.185308,498.333,0
0.200,0.000,6371000.011,0.006,0.135,0.190872,497.500,0
0.300,0.000,6371000.019,0.011,0.206,0.196441,496.667,0
0.400,0.000,6371000.029,0.019,0.279,0.202014,495.833,0
0.500,0.000,6371000.041,0.029,0.354,0.207592,495.000,0
0.600,0.000,6371000.055,0.041,0.430,0.213173,494.167,0
0.700,0.000,6371000.071,0.055,0.509,0.218759,493.333,0
0.800,0.000,6371000.090,0.071,0.590,0.224348,492.500,0
0.900,0.000,6371000.111,0.090,0.673,0.229942,491.667,0
1.000,0.000,6371000.135,0.111,0.757,0.235539,490.833,0
1.100,0.000,6371000.160,0.135,0.844,0.241139,490.000,0
1.200,0.000,6371000.189,0.160,0.933,0.246743,489.167,0
1.300,0.000,6371000.220,0.189,1.024,0.252349,488.333,0
1.400,0.000,6371000.254,0.220,1.117,0.257959,487.500,0
1.500,0.000,6371000.290,0.254,1.212,0.263571,486.667,0
1.600,0.000,6371000.329,0.290,1.309,0.269186,485.833,0
1.700,0.000,6371000.371,0.329,1.408,0.274803,485.000,0
1.800,0.000,6371000.416,0.371,1.508,0.280422,484.167,0
1.900,0.000,6371000.463,0.416,1.611,0.286043,483.333,0
2.000,0.000,6371000.514,0.463,1.716,0.291666,482.500,0
2.100,0.000,6371000.568,0.514,1.823,0.297290,481.667,0
2.200,0.000,6371000.624,0.568,1.933,0.302916,480.833,0
2.300,0.000,6371000.684,0.624,2.044,0.308542,480.000,0
2.400,0.000,6371000.748,0.684,2.157,0.314170,479.167,0
2.500,0.000,6371000.814,0.748,2.272,0.319798,478.333,0
2.600,0.000,6371000.884,0.814,2.389,0.325426,477.500,0
2.700,0.000,6371000.957,0.884,2.508,0.331055,476.667,0
2.800,0.000,6371001.033,0.957,2.629,0.336684,475.833,0
2.900,0.000,6371001.113,1.033,2.753,0.342312,475.000,0
3.000,0.000,6371001.196,1.113,2.878,0.347940,474.167,0
3.100,0.000,6371001.284,1.196,3.005,0.353566,473.333,0
3.200,0.000,6371001.374,1.284,3.134,0.359192,472.500,0
3.300,0.000,6371001.469,1.374,3.266,0.364816,471.667,0
3.400,0.000,6371001.567,1.469,3.399,0.370439,470.833,0
3.500,0.000,6371001.669,1.567,3.535,0.376059,470.000,0
3.600,0.000,6371001.775,1.669,3.672,0.381678,469.167,0
3.700,0.000,6371001.885,1.775,3.811,0.387293,468.333,0
3.800,0.000,6371001.998,1.885,3.953,0.392906,467.500,0
3.900,0.000,6371002.116,1.998,4.096,0.398516,466.667,0
4.000,0.000,6371002.238,2.116,4.242,0.404123,465.833,0
4.100,0.000,6371002.364,2.238,4.389,0.409726,465.000,0
4.200,0.000,6371002.494,2.364,4.539,0.415325,464.167,0
4.300,0.000,6371002.629,2.494,4.690,0.420919,463.333,0
4.400,0.000,6371002.768,2.629,4.844,0.426509,462.500,0
4.500,0.000,6371002.911,2.768,4.999,0.432094,461.667,0
4.600,0.000,6371003.059,2.911,5.157,0.437673,460.833,0
4.700,0.000,6371003.211,3.059,5.317,0.443247,460.000,0
4.800,0.000,6371003.368,3.211,5.478,0.448815,459.167,0
4.900,0.000,6371003.529,3.368,5.642,0.454377,458.333,0
5.000,0.000,6371003.695,3.529,5.807,0.459932,457.500,0
5.100,0.000,6371003.866,3.695,5.975,0.465480,456.667,0
5.200,0.000,6371004.041,3.866,6.144,0.471021,455.833,0
5.300,0.000,6371004.221,4.041,6.316,0.476554,455.000,0
5.400,0.000,6371004.406,4.221,6.489,0.482079,454.167,0
5.500,0.000,6371004.597,4.406,6.665,0.487596,453.333,0
5.600,0.000,6371004.792,4.597,6.843,0.493103,452.500,0
5.700,0.000,6371004.992,4.792,7.022,0.498602,451.667,0
5.800,0.000,6371005.197,4.992,7.204,0.504091,450.833,0
5.900,0.000,6371005.407,5.197,7.387,0.509570,450.000,0
6.000,0.000,6371005.623,5.407,7.572,0.515039,449.167,0
6.100,0.000,6371005.844,5.623,7.760,0.520498,448.333,0
6.200,0.000,6371006.070,5.844,7.949,0.525945,447.500,0
6.300,0.000,6371006.301,6.070,8.140,0.531380,446.667,0
6.400,0.000,6371006.538,6.301,8.334,0.536804,445.833,0
6.500,0.000,6371006.780,6.538,8.529,0.542216,445.000,0
6.600,0.000,6371007.028,6.780,8.726,0.547615,444.167,0
6.700,0.000,6371007.282,7.028,8.925,0.553001,443.333,0
6.800,0.000,6371007.541,7.282,9.126,0.558373,442.500,0
6.900,0.000,6371007.806,7.541,9.329,0.563731,441.667,0
7.000,0.000,6371008.076,7.806,9.534,0.569076,440.833,0
7.100,0.000,6371008.353,8.076,9.741,0.574405,440.000,0
7.200,0.000,6371008.635,8.353,9.949,0.579719,439.167,0
7.300,0.000,6371008.923,8.635,10.160,0.585018,438.333,0
7.400,0.000,6371009.217,8.923,10.372,0.590301,437.500,0
7.500,0.000,6371009.517,9.217,10.587,0.595567,436.667,0
7.600,0.000,6371009.823,9.517,10.803,0.600817,435.833,0
7.700,0.000,6371010.136,9.823,11.021,0.606049,435.000,0
7.800,0.000,6371010.454,10.136,11.241,0.611263,434.167,0
7.900,0.000,6371010.779,10.454,11.463,0.616460,433.333,0
8.000,0.000,6371011.110,10.779,11.687,0.621637,432.500,0
8.100,0.000,6371011.447,11.110,11.913,0.626796,431.667,0
8.200,0.000,6371011.791,11.447,12.140,0.631935,430.833,0
8.300,0.000,6371012.141,11.791,12.370,0.637055,430.000,0
8.400,0.000,6371012.497,12.141,12.601,0.642154,429.167,0
8.500,0.000,6371012.860,12.497,12.834,0.647232,428.333,0
8.600,0.000,6371013.230,12.860,13.069,0.652289,427.500,0
8.700,0.000,6371013.606,13.230,13.305,0.657324,426.667,0
8.800,0.000,6371013.989,13.606,13.544,0.662337,425.833,0
8.900,0.000,6371014.378,13.989,13.784,0.667327,425.000,0
9.000,0.000,6371014.775,14.378,14.026,0.672295,424.167,0
9.100,0.000,6371015.178,14.775,14.270,0.677238,423.333,0
9.200,0.000,6371015.588,15.178,14.515,0.682158,422.500,0
9.300,0.000,6371016.005,15.588,14.763,0.687054,421.667,0
9.400,0.000,6371016.429,16.005,15.012,0.691924,420.833,0
9.500,0.000,6371016.860,16.429,15.263,0.696769,420.000,0
9.600,0.000,6371017.298,16.860,15.515,0.701589,419.167,0
9.700,0.000,6371017.743,17.298,15.769,0.706382,418.333,0
9.800,0.000,6371018.195,17.743,16.025,0.711148,417.500,0
9.900,0.000,6371018.655,18.195,16.283,0.715887,416.667,0
10.000,0.000,6371019.122,18.655,16.543,0.720599,415.833,0
10.100,0.000,6371019.596,19.122,16.804,0.725283,415.000,0
10.200,0.000,6371020.077,19.596,17.066,0.729938,414.167,0
10.300,0.000,6371020.566,20.077,17.331,0.734564,413.333,0
10.400,0.000,6371021.062,20.566,17.597,0.739161,412.500,0
10.500,0.000,6371021.566,21.062,17.865,0.743727,411.667,0
10.600,0.000,6371022.077,21.566,18.134,0.748264,410.833,0
10.700,0.000,6371022.596,22.077,18.405,0.752770,410.000,0
10.800,0.000,6371023.123,22.596,18.678,0.757244,409.167,0
10.900,0.000,6371023.657,23.123,18.952,0.761687,408.333,0
11.000,0.000,6371024.198,23.657,19.228,0.766098,407.500,0
11.100,0.000,6371024.748,24.198,19.505,0.770477,406.667,0
11.200,0.000,6371025.305,24.748,19.784,0.774822,405.833,0
11.300,0.000,6371025.871,25.305,20.065,0.779134,405.000,0
11.400,0.000,6371026.444,25.871,20.347,0.783412,404.167,0
11.500,0.000,6371027.025,26.444,20.630,0.787656,403.333,0
11.600,0.000,6371027.614,27.025,20.915,0.791865,402.500,0
11.700,0.000,6371028.210,27.614,21.202,0.796039,401.667,0
11.800,0.000,6371028.815,28.210,21.490,0.800178,400.833,0
11.900,0.000,6371029.428,28.815,21.779,0.804281,400.000,0
12.000,0.000,6371030.050,29.428,22.070,0.808347,399.167,0
12.100,0.000,6371030.679,30.050,22.363,0.812377,398.333,0
12.200,0.000,6371031.317,30.679,22.657,0.816369,397.500,0
12.300,0.000,6371031.962,31.317,22.952,0.820324,396.667,0
12.400,0.000,6371032.616,31.962,23.249,0.824241,395.833,0
12.500,0.000,6371033.279,32.616,23.547,0.828120,395.000,0
12.600,0.000,6371033.950,33.279,23.846,0.831959,394.167,0
12.700,0.000,6371034.629,33.950,24.147,0.835760,393.333,0
12.800,0.000,6371035.316,34.629,24.450,0.839521,392.500,0
12.900,0.000,6371036.012,35.316,24.753,0.843243,391.667,0
13.000,0.000,6371036.717,36.012,25.058,0.846924,390.833,0
13.100,0.000,6371037.430,36.717,25.364,0.850564,390.000,0
13.200,0.000,6371038.152,37.430,25.672,0.854164,389.167,0
13.300,0.000,6371038.882,38.152,25.980,0.857722,388.333,0
13.400,0.000,6371039.621,38.882,26.291,0.861238,387.500,0
13.500,0.000,6371040.369,39.621,26.602,0.864713,386.667,0
13.600,0.000,6371041.125,40.369,26.914,0.868145,385.833,0
13.700,0.000,6371041.890,41.125,27.228,0.871534,385.000,0
13.800,0.000,6371042.664,41.890,27.543,0.874881,384.167,0
13.900,0.000,6371043.447,42.664,27.859,0.878184,383.333,0
14.000,0.000,6371044.238,43.447,28.177,0.881444,382.500,0
14.100,0.000,6371045.039,44.238,28.495,0.884659,381.667,0
14.200,0.000,6371045.848,45.039,28.815,0.887830,380.833,0
14.300,0.000,6371046.666,45.848,29.135,0.890957,380.000,0
14.400,0.000,6371047.493,46.666,29.457,0.894039,379.167,0
14.500,0.000,6371048.330,47.493,29.780,0.897076,378.333,0
14.600,0.000,6371049.175,48.330,30.104,0.900067,377.500,0
14.700,0.000,6371050.029,49.175,30.429,0.903013,376.667,0
14.800,0.000,6371050.893,50.029,30.755,0.905913,375.833,0
14.900,0.000,6371051.765,50.893,31.083,0.908767,375.000,0
15.000,0.000,6371052.647,51.765,31.411,0.911574,374.167,0
15.100,0.000,6371053.538,52.647,31.740,0.914335,373.333,0
15.200,0.000,6371054.438,53.538,32.070,0.917049,372.500,0
15.300,0.000,6371055.347,54.438,32.401,0.919716,371.667,0
15.400,0.000,6371056.265,55.347,32.733,0.922336,370.833,0
15.500,0.000,6371057.193,56.265,33.066,0.924908,370.000,0
15.600,0.000,6371058.130,57.193,33.400,0.927432,369.167,0
15.700,0.000,6371059.077,58.130,33.735,0.929909,368.333,0
15.800,0.000,6371060.032,59.077,34.070,0.932337,367.500,0
15.900,0.000,6371060.997,60.032,34.407,0.934718,366.667,0
16.000,0.000,6371061.972,60.997,34.744,0.937050,365.833,0
16.100,0.000,6371062.956,61.972,35.082,0.939333,365.000,0
16.200,0.000,6371063.949,62.956,35.421,0.941568,364.167,0
16.300,0.000,6371064.952,63.949,35.761,0.943754,363.333,0
16.400,0.000,6371065.964,64.952,36.102,0.945891,362.500,0
16.500,0.000,6371066.986,65.964,36.443,0.947979,361.667,0
16.600,0.000,6371068.018,66.986,36.785,0.950018,360.833,0
16.700,0.000,6371069.058,68.018,37.128,0.952008,360.000,0
16.800,0.000,6371070.109,69.058,37.471,0.953948,359.167,0
16.900,0.000,6371071.169,70.109,37.815,0.955839,358.333,0
17.000,0.000,6371072.238,71.169,38.160,0.957680,357.500,0
17.100,0.000,6371073.318,72.238,38.505,0.959472,356.667,0
17.200,0.000,6371074.406,73.318,38.851,0.961214,355.833,0
17.300,0.000,6371075.505,74.406,39.198,0.962907,355.000,0
17.400,0.000,6371076.613,75.505,39.545,0.964550,354.167,0
17.500,0.000,6371077.731,76.613,39.893,0.966143,353.333,0
17.600,0.000,6371078.858,77.731,40.241,0.967686,352.500,0
17.700,0.000,6371079.996,78.858,40.590,0.969180,351.667,0
17.800,0.000,6371081.143,79.996,40.940,0.970624,350.833,0
17.900,0.000,6371082.299,81.143,41.290,0.972018,350.000,0
18.000,0.000,6371083.466,82.299,41.640,0.973363,349.167,0
18.100,0.000,6371084.642,83.466,41.991,0.974657,348.333,0
18.200,0.000,6371085.828,84.642,42.342,0.975902,347.500,0
18.300,0.000,6371087.023,85.828,42.694,0.977098,346.667,0
18.400,0.000,6371088.229,87.023,43.046,0.978244,345.833,0
18.500,0.000,6371089.444,88.229,43.399,0.979341,345.000,0
18.600,0.000,6371090.669,89.444,43.752,0.980388,344.167,0
18.700,0.000,6371091.904,90.669,44.105,0.981386,343.333,0
18.800,0.000,6371093.149,91.904,44.459,0.982334,342.500,0
18.900,0.000,6371094.404,93.149,44.813,0.983234,341.667,0
19.000,0.000,6371095.668,94.404,45.167,0.984084,340.833,0
19.100,0.000,6371096.943,95.668,45.521,0.984886,340.000,0
19.200,0.000,6371098.227,96.943,45.876,0.985639,339.167,0
19.300,0.000,6371099.521,98.227,46.231,0.986343,338.333,0
19.400,0.000,6371100.825,99.521,46.587,0.986999,337.500,0
19.500,0.000,6371102.139,100.825,46.942,0.987606,336.667,0
19.600,0.000,6371103.462,102.139,47.298,0.988166,335.833,0
19.700,0.000,6371104.796,103.462,47.654,0.988677,335.000,0
19.800,0.000,6371106.140,104.796,48.010,0.989141,334.167,0
19.900,0.000,6371107.493,106.140,48.366,0.989557,333.333,0
20.000,0.000,6371108.856,107.493,48.723,0.989925,332.500,0
20.100,0.000,6371110.229,108.856,49.079,0.990247,331.667,0
20.200,0.000,6371111.613,110.229,49.436,0.990521,330.833,0
20.300,0.000,6371113.006,111.613,49.792,0.990749,330.000,0
20.400,0.000,6371114.409,113.006,50.149,0.990930,329.167,0
20.500,0.000,6371115.821,114.409,50.506,0.991065,328.333,0
20.600,0.000,6371117.244,115.821,50.863,0.991154,327.500,0
20.700,0.000,6371118.677,117.244,51.220,0.991198,326.667,0
20.800,0.000,6371120.119,118.677,51.576,0.991196,325.833,0
20.900,0.000,6371121.572,120.119,51.933,0.991148,325.000,0
21.000,0.000,6371123.034,121.572,52.290,0.991056,324.167,0
21.100,0.000,6371124.507,123.034,52.647,0.990919,323.333,0
21.200,0.000,6371125.989,124.507,53.003,0.990738,322.500,0
21.300,0.000,6371127.481,125.989,53.360,0.990512,321.667,0
21.400,0.000,6371128.983,127.481,53.716,0.990243,320.833,0
21.500,0.000,6371130.495,128.983,54.073,0.989931,320.000,0
21.600,0.000,6371132.017,130.495,54.429,0.989576,319.167,0
21.700,0.000,6371133.548,132.017,54.785,0.989177,318.333,0
21.800,0.000,6371135.090,133.548,55.141,0.988737,317.500,0
21.900,0.000,6371136.641,135.090,55.497,0.988254,316.667,0
22.000,0.000,6371138.203,136.641,55.852,0.987730,315.833,0
22.100,0.000,6371139.774,138.203,56.208,0.987164,315.000,0
22.200,0.000,6371141.355,139.774,56.563,0.986557,314.167,0
22.300,0.000,6371142.946,141.355,56.918,0.985910,313.333,0
22.400,0.000,6371144.547,142.946,57.273,0.985222,312.500,0
22.500,0.000,6371146.157,144.547,57.627,0.984495,311.667,0
22.600,0.000,6371147.778,146.157,57.981,0.983728,310.833,0
22.700,0.000,6371149.408,147.778,58.335,0.982922,310.000,0
22.800,0.000,6371151.048,149.408,58.689,0.982078,309.167,0
22.900,0.000,6371152.698,151.048,59.042,0.981195,308.333,0
23.000,0.000,6371154.358,152.698,59.395,0.980274,307.500,0
23.100,0.000,6371156.027,154.358,59.747,0.979316,306.667,0
23.200,0.000,6371157.706,156.027,60.099,0.978321,305.833,0
23.300,0.000,6371159.395,157.706,60.451,0.977289,305.000,0
23.400,0.000,6371161.094,159.395,60.803,0.976221,304.167,0
23.500,0.000,6371162.802,161.094,61.154,0.975118,303.333,0
23.600,0.000,6371164.520,162.802,61.504,0.973979,302.500,0
23.700,0.000,6371166.248,164.520,61.855,0.972805,301.667,0
23.800,0.000,6371167.986,166.248,62.204,0.971597,300.833,0
23.900,0.000,6371169.733,167.986,62.554,0.970354,300.000,0
24.000,0.000,6371171.490,169.733,62.903,0.969079,299.167,0
24.100,0.000,6371173.257,171.490,63.251,0.967770,298.333,0
24.200,0.000,6371175.033,173.257,63.599,0.966428,297.500,0
24.300,0.000,6371176.819,175.033,63.946,0.965055,296.667,0
24.400,0.000,6371178.615,176.819,64.293,0.963650,295.833,0
24.500,0.000,6371180.420,178.615,64.640,0.962213,295.000,0
24.600,0.000,6371182.234,180.420,64.985,0.960746,294.167,0
24.700,0.000,6371184.059,182.234,65.331,0.959248,293.333,0
24.800,0.000,6371185.893,184.059,65.676,0.957721,292.500,0
24.900,0.000,6371187.736,185.893,66.020,0.956164,291.667,0
25.000,0.000,6371189.589,187.736,66.363,0.954579,290.833,0
25.100,0.000,6371191.452,189.589,66.706,0.952965,290.000,0
25.200,0.000,6371193.324,191.452,67.049,0.951323,289.167,0
25.300,0.000,6371195.205,193.324,67.391,0.949654,288.333,0
25.400,0.000,6371197.096,195.205,67.732,0.947958,287.500,0
25.500,0.000,6371198.996,197.096,68.073,0.946235,286.667,0
25.600,0.000,6371200.906,198.996,68.413,0.944487,285.833,0
25.700,0.000,6371202.825,200.906,68.752,0.942712,285.000,0
25.800,0.000,6371204.754,202.825,69.091,0.940913,284.167,0
25.900,0.000,6371206.692,204.754,69.429,0.939090,283.333,0
26.000,0.000,6371208.639,206.692,69.766,0.937242,282.500,0
26.100,0.000,6371210.596,208.639,70.103,0.935371,281.667,0
26.200,0.000,6371212.562,210.596,70.439,0.933477,280.833,0
26.300,0.000,6371214.537,212.562,70.774,0.931560,280.000,0
26.400,0.000,6371216.521,214.537,71.109,0.929622,279.167,0
26.500,0.000,6371218.515,216.521,71.443,0.927661,278.333,0
26.600,0.000,6371220.518,218.515,71.776,0.925680,277.500,0
26.700,0.000,6371222.530,220.518,72.109,0.923678,276.667,0
26.800,0.000,6371224.552,222.530,72.441,0.921656,275.833,0
26.900,0.000,6371226.583,224.552,72.772,0.919614,275.000,0
27.000,0.000,6371228.622,226.583,73.102,0.917553,274.167,0
27.100,0.000,6371230.671,228.622,73.432,0.915474,273.333,0
27.200,0.000,6371232.729,230.671,73.760,0.913376,272.500,0
27.300,0.000,6371234.796,232.729,74.088,0.911260,271.667,0
27.400,0.000,6371236.872,234.796,74.416,0.909128,270.833,0
27.500,0.000,6371238.958,236.872,74.742,0.906978,270.000,0
27.600,0.000,6371241.052,238.958,75.068,0.904812,269.167,0
27.700,0.000,6371243.155,241.052,75.393,0.902631,268.333,0
27.800,0.000,6371245.267,243.155,75.717,0.900434,267.500,0
27.900,0.000,6371247.389,245.267,76.040,0.898222,266.667,0
28.000,0.000,6371249.519,247.389,76.363,0.895996,265.833,0
28.100,0.000,6371251.658,249.519,76.685,0.893756,265.000,0
28.200,0.000,6371253.806,251.658,77.006,0.891502,264.167,0
28.300,0.000,6371255.963,253.806,77.326,0.889236,263.333,0
28.400,0.000,6371258.128,255.963,77.645,0.886957,262.500,0
28.500,0.000,6371260.303,258.128,77.964,0.884665,261.667,0
28.600,0.000,6371262.486,260.303,78.281,0.882362,260.833,0
28.700,0.000,6371264.678,262.486,78.598,0.880048,260.000,0
28.800,0.000,6371266.879,264.678,78.914,0.877724,259.167,0
28.900,0.000,6371269.088,266.879,79.229,0.875388,258.333,0
29.000,0.000,6371271.307,269.088,79.544,0.873043,257.500,0
29.100,0.000,6371273.534,271.307,79.857,0.870689,256.667,0
29.200,0.000,6371275.769,273.534,80.170,0.868325,255.833,0
29.300,0.000,6371278.013,275.769,80.481,0.865953,255.000,0
29.400,0.000,6371280.266,278.013,80.792,0.863573,254.167,0
29.500,0.000,6371282.528,280.266,81.102,0.861185,253.333,0
29.600,0.000,6371284.798,282.528,81.411,0.858790,252.500,0
29.700,0.000,6371287.076,284.798,81.720,0.856388,251.667,0
29.800,0.000,6371289.363,287.076,82.027,0.853979,250.833,0
29.900,0.000,6371291.659,289.363,82.334,0.851565,250.000,0
30.000,0.000,6371293.963,291.659,82.639,0.849144,249.167,0
30.100,0.000,6371296.275,293.963,82.944,0.846719,248.333,0
30.200,0.000,6371298.596,296.275,83.248,0.844288,247.500,0
30.300,0.000,6371300.925,298.596,83.551,0.841853,246.667,0
30.400,0.000,6371303.263,300.925,83.853,0.839414,245.833,0
30.500,0.000,6371305.609,303.263,84.155,0.836971,245.000,0
30.600,0.000,6371307.963,305.609,84.455,0.834525,244.167,0
30.700,0.000,6371310.326,307.963,84.755,0.832076,243.333,0
30.800,0.000,6371312.697,310.326,85.053,0.829624,242.500,0
30.900,0.000,6371315.076,312.697,85.351,0.827170,241.667,0
31.000,0.000,6371317.463,315.076,85.648,0.824715,240.833,0
31.100,0.000,6371319.859,317.463,85.944,0.822257,240.000,0
31.200,0.000,6371322.262,319.859,86.239,0.819799,239.167,0
31.300,0.000,6371324.674,322.262,86.533,0.817339,238.333,0
31.400,0.000,6371327.094,324.674,86.827,0.814880,237.500,0
31.500,0.000,6371329.522,327.094,87.119,0.812420,236.667,0
31.600,0.000,6371331.959,329.522,87.411,0.809960,235.833,0
31.700,0.000,6371334.403,331.959,87.702,0.807501,235.000,0
31.800,0.000,6371336.855,334.403,87.991,0.805042,234.167,0
31.900,0.000,6371339.315,336.855,88.280,0.802585,233.333,0
32.000,0.000,6371341.783,339.315,88.568,0.800129,232.500,0
32.100,0.000,6371344.260,341.783,88.855,0.797676,231.667,0
32.200,0.000,6371346.744,344.260,89.142,0.795224,230.833,0
32.300,0.000,6371349.236,346.744,89.427,0.792774,230.000,0
32.400,0.000,6371351.735,349.236,89.712,0.790328,229.167,0
32.500,0.000,6371354.243,351.735,89.995,0.787884,228.333,0
32.600,0.000,6371356.759,354.243,90.278,0.785444,227.500,0
32.700,0.000,6371359.282,356.759,90.560,0.783007,226.667,0
32.800,0.000,6371361.813,359.282,90.841,0.780574,225.833,0
32.900,0.000,6371364.352,361.813,91.121,0.778145,225.000,0
33.000,0.000,6371366.899,364.352,91.400,0.775720,224.167,0
33.100,0.000,6371369.453,366.899,91.679,0.773300,223.333,0
33.200,0.000,6371372.015,369.453,91.956,0.770885,222.500,0
33.300,0.000,6371374.585,372.015,92.233,0.768475,221.667,0
33.400,0.000,6371377.162,374.585,92.509,0.766071,220.833,0
33.500,0.000,6371379.747,377.162,92.784,0.763672,220.000,0
33.600,0.000,6371382.340,379.747,93.058,0.761279,219.167,0
33.700,0.000,6371384.940,382.340,93.331,0.758892,218.333,0
33.800,0.000,6371387.547,384.940,93.603,0.756512,217.500,0
33.900,0.000,6371390.163,387.547,93.875,0.754138,216.667,0
34.000,0.000,6371392.785,390.163,94.145,0.751771,215.833,0
34.100,0.000,6371395.415,392.785,94.415,0.749411,215.000,0
34.200,0.000,6371398.053,395.415,94.684,0.747058,214.167,0
34.300,0.000,6371400.698,398.053,94.952,0.744712,213.333,0
34.400,0.000,6371403.350,400.698,95.219,0.742374,212.500,0
34.500,0.000,6371406.010,403.350,95.486,0.740044,211.667,0
34.600,0.000,6371408.677,406.010,95.751,0.737722,210.833,0
34.700,0.000,6371411.352,408.677,96.016,0.735408,210.000,0
34.800,0.000,6371414.033,411.352,96.280,0.733103,209.167,0
34.900,0.000,6371416.722,414.033,96.543,0.730806,208.333,0
35.000,0.000,6371419.419,416.722,96.805,0.728518,207.500,0
35.100,0.000,6371422.122,419.419,97.067,0.726238,206.667,0
35.200,0.000,6371424.833,422.122,97.328,0.723968,205.833,0
35.300,0.000,6371427.551,424.833,97.587,0.721707,205.000,0
35.400,0.000,6371430.276,427.551,97.846,0.719456,204.167,0
35.500,0.000,6371433.008,430.276,98.105,0.717214,203.333,0
35.600,0.000,6371435.748,433.008,98.362,0.714981,202.500,0
35.700,0.000,6371438.494,435.748,98.619,0.712759,201.667,0
35.800,0.000,6371441.248,438.494,98.874,0.710546,200.833,0
35.900,0.000,6371444.008,441.248,99.129,0.708344,200.000,0
36.000,0.000,6371446.776,444.008,99.384,0.706152,199.167,0
36.100,0.000,6371449.551,446.776,99.637,0.703970,198.333,0
36.200,0.000,6371452.333,449.551,99.890,0.701799,197.500,0
36.300,0.000,6371455.121,452.333,100.141,0.699638,196.667,0
36.400,0.000,6371457.917,455.121,100.393,0.697488,195.833,0
36.500,0.000,6371460.719,457.917,100.643,0.695349,195.000,0
36.600,0.000,6371463.529,460.719,100.892,0.693221,194.167,0
36.700,0.000,6371466.345,463.529,101.141,0.691104,193.333,0
36.800,0.000,6371469.169,466.345,101.389,0.688998,192.500,0
36.900,0.000,6371471.999,469.169,101.637,0.686903,191.667,0
37.000,0.000,6371474.836,471.999,101.883,0.684820,190.833,0
37.100,0.000,6371477.679,474.836,102.129,0.682748,190.000,0
37.200,0.000,6371480.530,477.679,102.374,0.680688,189.167,0
37.300,0.000,6371483.387,480.530,102.618,0.678639,188.333,0
37.400,0.000,6371486.251,483.387,102.862,0.676602,187.500,0
37.500,0.000,6371489.122,486.251,103.105,0.674577,186.667,0
37.600,0.000,6371491.999,489.122,103.347,0.672563,185.833,0
37.700,0.000,6371494.883,491.999,103.588,0.670562,185.000,0
37.800,0.000,6371497.774,494.883,103.829,0.668572,184.167,0
37.900,0.000,6371500.672,497.774,104.069,0.666595,183.333,0
38.000,0.000,6371503.576,500.672,104.308,0.664630,182.500,0
38.100,0.000,6371506.486,503.576,104.547,0.662676,181.667,0
38.200,0.000,6371509.404,506.486,104.785,0.660735,180.833,0
38.300,0.000,6371512.328,509.404,105.022,0.658806,180.000,0
38.400,0.000,6371515.258,512.328,105.258,0.656890,179.167,0
38.500,0.000,6371518.195,515.258,105.494,0.654986,178.333,0
38.600,0.000,6371521.138,518.195,105.729,0.653094,177.500,0
38.700,0.000,6371524.088,521.138,105.964,0.651215,176.667,0
38.800,0.000,6371527.045,524.088,106.197,0.649348,175.833,0
38.900,0.000,6371530.007,527.045,106.430,0.647493,175.000,0
39.000,0.000,6371532.977,530.007,106.663,0.645652,174.167,0
39.100,0.000,6371535.952,532.977,106.895,0.643822,173.333,0
39.200,0.000,6371538.935,535.952,107.126,0.642005,172.500,0
39.300,0.000,6371541.923,538.935,107.356,0.640201,171.667,0
39.400,0.000,6371544.918,541.923,107.586,0.638410,170.833,0
39.500,0.000,6371547.919,544.918,107.815,0.636631,170.000,0
39.600,0.000,6371550.927,547.919,108.044,0.634864,169.167,0
39.700,0.000,6371553.941,550.927,108.272,0.633111,168.333,0
39.800,0.000,6371556.961,553.941,108.499,0.631370,167.500,0
39.900,0.000,6371559.987,556.961,108.726,0.629641,166.667,0
40.000,0.000,6371563.020,559.987,108.952,0.627926,165.833,0
40.100,0.000,6371566.059,563.020,109.177,0.626223,165.000,0
40.200,0.000,6371569.104,566.059,109.402,0.624533,164.167,0
40.300,0.000,6371572.155,569.104,109.626,0.622855,163.333,0
40.400,0.000,6371575.213,572.155,109.850,0.621190,162.500,0
40.500,0.000,6371578.277,575.213,110.073,0.619538,161.667,0
40.600,0.000,6371581.347,578.277,110.295,0.617898,160.833,0
40.700,0.000,6371584.423,581.347,110.517,0.616271,160.000,0
40.800,0.000,6371587.505,584.423,110.738,0.614656,159.167,0
40.900,0.000,6371590.593,587.505,110.959,0.613055,158.333,0
41.000,0.000,6371593.688,590.593,111.179,0.611465,157.500,0
41.100,0.000,6371596.788,593.688,111.399,0.609889,156.667,0
41.200,0.000,6371599.895,596.788,111.618,0.608325,155.833,0
41.300,0.000,6371603.007,599.895,111.836,0.606773,155.000,0
41.400,0.000,6371606.126,603.007,112.054,0.605234,154.167,0
41.500,0.000,6371609.251,606.126,112.272,0.603707,153.333,0
41.600,0.000,6371612.381,609.251,112.488,0.602193,152.500,0
41.700,0.000,6371615.518,612.381,112.705,0.600692,151.667,0
41.800,0.000,6371618.661,615.518,112.920,0.599202,150.833,0
41.900,0.000,6371621.809,618.661,113.135,0.597725,150.000,0
42.000,0.000,6371624.964,621.809,113.350,0.596261,149.167,0
42.100,0.000,6371628.124,624.964,113.564,0.594808,148.333,0
